tipo,url,orientador,avaliador1,avaliador2,avaliador3,avaliador4,avaliador5,avaliador6,orientador_filiação,row_idx,orientador_nome,orientador_país,avaliador2_filiação,avaliador1_nome,avaliador1_país,avaliador2_nome,avaliador2_país,avaliador2_keyword_1,avaliador2_keyword_2,orientador_keyword_1,orientador_keyword_2,orientador_keyword_3,orientador_keyword_4,avaliador1_filiação,avaliador4_filiação,avaliador5_filiação,avaliador3_nome,avaliador3_país,avaliador6_nome,avaliador6_país,avaliador5_nome,avaliador5_país,avaliador3_filiação,avaliador4_nome,avaliador4_país,avaliador6_filiação,avaliador2_keyword_3,avaliador2_keyword_4,avaliador1_keyword_1,avaliador1_keyword_2,avaliador1_keyword_3,avaliador1_keyword_4,avaliador1_keyword_5,avaliador2_keyword_5,avaliador3_keyword_1,avaliador3_keyword_2,avaliador3_keyword_3,avaliador4_keyword_1,avaliador4_keyword_2,avaliador4_keyword_3,avaliador4_keyword_4,avaliador4_keyword_5,ano,orientador_keyword_5,orientador_keyword_6,avaliador6_keyword_1,avaliador6_keyword_2,avaliador6_keyword_3,avaliador6_keyword_4,avaliador3_keyword_4,avaliador3_keyword_5,avaliador1_keyword_6,avaliador4_keyword_6,avaliador2_keyword_6,avaliador2_keyword_7,avaliador2_keyword_8,avaliador2_keyword_9,avaliador2_keyword_10,avaliador2_keyword_11,avaliador2_keyword_12,avaliador2_keyword_13,avaliador1_keyword_7,avaliador6_keyword_5,avaliador1_keyword_8,avaliador1_keyword_9,avaliador1_keyword_10,avaliador1_keyword_11,avaliador3_keyword_6,avaliador4_keyword_7,avaliador3_keyword_7,avaliador5_keyword_1,avaliador5_keyword_2,avaliador5_keyword_3,avaliador5_keyword_4,avaliador3_keyword_8,avaliador3_keyword_9,avaliador3_keyword_10,avaliador3_keyword_11,avaliador3_keyword_12,avaliador3_keyword_13,orientador_genero,avaliador1_genero,avaliador2_genero,avaliador3_genero,avaliador4_genero,avaliador5_genero,avaliador6_genero
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/985165?guid=1652565088067&returnUrl=%2fresultado%2flistar%3fguid%3d1652565088067%26quantidadePaginas%3d1%26codigoRegistro%3d985165%23985165&i=3,orcid.org/0000-0002-3372-3366,sem orcid,orcid.org/0000-0001-6305-9059,,,,,Universidade Estadual de Campinas,16,Leandro Villas,Brazil,Universidade Estadual de Campinas,sem orcid,sem orcid,Luiz Fernando Bittencourt,no info,,,,,,,sem orcid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masculino,sem orcid,Masculino,não anotado,não anotado,não anotado,não anotado
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/985371?guid=1652565118943&returnUrl=%2fresultado%2flistar%3fguid%3d1652565118943%26quantidadePaginas%3d1%26codigoRegistro%3d985371%23985371&i=2,orcid.org/0000-0003-1908-4753,sem orcid,orcid.org/0000-0001-9068-938X,,,,,Universidade Estadual de Campinas Instituto de Computação,17,Claudia Medeiros,Brazil,Universidade Estadual de Campinas,sem orcid,sem orcid,Sandra Avila,no info,,,Scientific data management, Data interoperability, Open Science,,sem orcid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feminino,sem orcid,Feminino,não anotado,não anotado,não anotado,não anotado
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/984613?guid=1652565152516&returnUrl=%2fresultado%2flistar%3fguid%3d1652565152516%26quantidadePaginas%3d1%26codigoRegistro%3d984613%23984613&i=1,orcid.org/0000-0001-6305-9059,orcid.org/0000-0003-2162-6523,orcid.org/0000-0002-1180-2637,,,,,Universidade Estadual de Campinas,18,Luiz Fernando Bittencourt,no info,UNICAMP - University of Campinas,Eduardo Cerqueira,no info,Edmundo Madeira,no info,,,,,,,no info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masculino,Masculino,Masculino,não anotado,não anotado,não anotado,não anotado
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/987602?guid=1652565194596&returnUrl=%2fresultado%2flistar%3fguid%3d1652565194596%26quantidadePaginas%3d1%26codigoRegistro%3d987602%23987602&i=2,orcid.org/0000-0002-1180-2637,orcid.org/0000-0001-6305-9059,sem orcid,,,,,UNICAMP - University of Campinas,19,Edmundo Madeira,no info,sem orcid,Luiz Fernando Bittencourt,no info,sem orcid,sem orcid,,,,,,,Universidade Estadual de Campinas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masculino,Masculino,sem orcid,não anotado,não anotado,não anotado,não anotado
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/988228?guid=1652565232693&returnUrl=%2fresultado%2flistar%3fguid%3d1652565232693%26quantidadePaginas%3d1%26codigoRegistro%3d988228%23988228&i=4,orcid.org/0000-0002-8803-0401,orcid.org/0000-0002-9957-5861,orcid.org/0000-0003-4869-5190,,,,,UNICAMP,20,Rodolfo Azevedo,Brazil,Universidade Estadual de Campinas,Philippe Navaux,Brazil,Guido Araujo,no info,,,,,,,Universidade Federal do Rio Grande do Sul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masculino,Masculino,Masculino,não anotado,não anotado,não anotado,não anotado
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/986043?guid=1652565295014&returnUrl=%2fresultado%2flistar%3fguid%3d1652565295014%26quantidadePaginas%3d1%26codigoRegistro%3d986043%23986043&i=1,orcid.org/0000-0001-8309-6367,orcid.org/0000-0002-6044-4012,orcid.org/0000-0002-7603-9695,,,,,Universidade Estadual de Campinas,21,Ariadne Carvalho,no info,Universidade Estadual de Campinas,Nuno Antunes,Portugal,Leonardo Montecchi,Norway,,,,,,,no info,,,,,,,,,,,,,,,Security; Dependable Systems; Cloud Security; Software Vulnerabilities,,,,,,,,,,,,,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feminino,Masculino,Masculino,não anotado,não anotado,não anotado,não anotado
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/1050562?guid=1652565335997&returnUrl=%2fresultado%2flistar%3fguid%3d1652565335997%26quantidadePaginas%3d1%26codigoRegistro%3d1050562%231050562&i=2,orcid.org/0000-0002-6540-8686,orcid.org/0000-0003-2592-3664,orcid.org/0000-0002-9539-6874,,,,,University of Campinas,22,Paulo de Geus,Brazil,Universidade Estadual de Campinas,Carlos Maziero,Brazil,Sandro Rigo,Brazil,Computer Architecture,Compilers,Computer Security,,,,Universidade Tecnológica Federal do Paraná,,,,,,,,,,,,,Code Optimization,High-Performance Computing,Operating Systems,Computer Security,Distributed Systems,,,,,,,,,,,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masculino,Masculino,Masculino,não anotado,não anotado,não anotado,não anotado
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/985641?guid=1652565370337&returnUrl=%2fresultado%2flistar%3fguid%3d1652565370337%26quantidadePaginas%3d1%26codigoRegistro%3d985641%23985641&i=4,orcid.org/0000-0001-9772-263X,orcid.org/0000-0003-4555-5598,orcid.org/0000-0002-8972-080X,,,,,Universidade Estadual de Campinas,23,Ricardo Torres,Netherlands,State University of Campinas,Bernardo Flores,no info,Fábio Usberti,no info,,,multimedia retrieval,multimedia classification,machine learning,information visualization,no info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,data science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masculino,Masculino,Masculino,não anotado,não anotado,não anotado,não anotado
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/988452?guid=1652565400540&returnUrl=%2fresultado%2flistar%3fguid%3d1652565400540%26quantidadePaginas%3d1%26codigoRegistro%3d988452%23988452&i=2,orcid.org/0000-0002-0472-4810,orcid.org/0000-0003-2162-6523,orcid.org/0000-0002-8972-080X,,,,,Universidade Estadual de Campinas,24,Rafael C. S. Schouery,no info,State University of Campinas,Eduardo Cerqueira,no info,Fábio Usberti,no info,,,,,,,no info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masculino,Masculino,Masculino,não anotado,não anotado,não anotado,não anotado
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/988670?guid=1652565422834&returnUrl=%2fresultado%2flistar%3fguid%3d1652565422834%26quantidadePaginas%3d1%26codigoRegistro%3d988670%23988670&i=1,orcid.org/0000-0001-9772-263X,sem orcid,sem orcid,,,,,Universidade Estadual de Campinas,25,Ricardo Torres,Netherlands,sem orcid,sem orcid,sem orcid,sem orcid,sem orcid,,,multimedia retrieval,multimedia classification,machine learning,information visualization,sem orcid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,data science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masculino,sem orcid,sem orcid,não anotado,não anotado,não anotado,não anotado
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/1060709?guid=1652565449174&returnUrl=%2fresultado%2flistar%3fguid%3d1652565449174%26quantidadePaginas%3d1%26codigoRegistro%3d1060709%231060709&i=3,orcid.org/0000-0001-5201-1244,orcid.org/0000-0001-9068-938X,orcid.org/0000-0003-4861-7061,,,,,no info,26,Jacques Wainer,Brazil,Universidade Estadual Paulista Júlio de Mesquita Filho,Sandra Avila,no info,Aparecido Nilceu Marana,no info,,,,,,,Universidade Estadual de Campinas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masculino,Feminino,Masculino,não anotado,não anotado,não anotado,não anotado
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/989282?guid=1652565476027&returnUrl=%2fresultado%2flistar%3fguid%3d1652565476027%26quantidadePaginas%3d1%26codigoRegistro%3d989282%23989282&i=3,orcid.org/0000-0002-4248-2744,orcid.org/0000-0002-4830-5298,orcid.org/0000-0002-2431-8457,,,,,no info,27,Heiko Hornung,no info,Sociedade Brasileira de Computação,Maria Cecilia Calani Baranauskas,Brazil,Cristiano  Maciel,Brazil,E-Participation,Citizen Participation,,,,,Universidade Estadual de Campinas,,,,,,,,,,,,,E-Government,E-Democracy,HCI,Socially Aware Design,Organizational Semiotics,Participatory Design,,Social Networks,,,,,,,,,2017,,,,,,,,,,,Web 2.0,Communication,Human-Computer Interaction,Social Network Analysis,Information and Communication Technology,Death and Technologies,Gender, race and Technology,,,,,,,,,,,,,,,,,,,,Masculino,Feminino,Masculino,não anotado,não anotado,não anotado,não anotado
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/988854?guid=1652565511991&returnUrl=%2fresultado%2flistar%3fguid%3d1652565511991%26quantidadePaginas%3d1%26codigoRegistro%3d988854%23988854&i=1,orcid.org/0000-0002-8803-0401,orcid.org/0000-0001-8824-3055,orcid.org/0000-0002-3823-8941,,,,,UNICAMP,28,Rodolfo Azevedo,Brazil,University of Campinas,Alexandro Baldassin,Brazil,Luiz Eduardo Buzato,Brazil,distributed systems,distributed algorithms,,,,,"Universidade Estadual Paulista, Instituto de Geociências e Ciências Exatas",,,,,,,,,,,,,fault tolerance,,Computer architecture,Parallel Programming,Transactional Memory,Persistent Memory,,,,,,,,,,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masculino,Masculino,Masculino,não anotado,não anotado,não anotado,não anotado
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/989419?guid=1652565542600&returnUrl=%2fresultado%2flistar%3fguid%3d1652565542600%26quantidadePaginas%3d1%26codigoRegistro%3d989419%23989419&i=1,orcid.org/0000-0003-1001-082X,sem orcid,orcid.org/0000-0002-0472-4810,,,,,University of Campinas,29,Lehilton Pedrosa,no info,Universidade Estadual de Campinas,sem orcid,sem orcid,Rafael C. S. Schouery,no info,,,,,,,sem orcid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masculino,sem orcid,Masculino,não anotado,não anotado,não anotado,não anotado
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/990899?guid=1652565593218&returnUrl=%2fresultado%2flistar%3fguid%3d1652565593218%26quantidadePaginas%3d1%26codigoRegistro%3d990899%23990899&i=1,orcid.org/0000-0003-1783-4231,orcid.org/0000-0003-1979-7817,orcid.org/0000-0002-8803-0401,,,,,Universidade Estadual de Campinas,30,Edson Borin,no info,UNICAMP,Tiago Coimbra,Brazil,Rodolfo Azevedo,Brazil,,,,,,,no info,,,,,,,,,,,,,,,Applied mathematics,Methods of mathematical physics,Exploration seismic methods,,,,,,,,,,,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masculino,Masculino,Masculino,não anotado,não anotado,não anotado,não anotado
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/990516?guid=1652565677356&returnUrl=%2fresultado%2flistar%3fguid%3d1652565677356%26quantidadePaginas%3d1%26codigoRegistro%3d990516%23990516&i=2,orcid.org/0000-0002-2914-5380,orcid.org/0000-0001-8522-2056,orcid.org/0000-0002-6197-2626,,,,,Universidade Estadual de Campinas,31,Alexandre Falcao,Brazil,Microsoft Research,Silvio GUIMARAES,Brazil,T. V. Spina,no info,,,image processing, visualization, and analysis, (interactive) machine learning ,Pontifícia Universidade Católica de Minas Gerais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masculino,Masculino,Masculino,não anotado,não anotado,não anotado,não anotado
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/989865?guid=1652565713536&returnUrl=%2fresultado%2flistar%3fguid%3d1652565713536%26quantidadePaginas%3d1%26codigoRegistro%3d989865%23989865&i=2,orcid.org/0000-0003-0125-630X,sem orcid,orcid.org/0000-0003-2608-4807,,,,,University of Campinas,32,Helio Pedrini,Brazil,Universidade Estadual de Campinas,sem orcid,sem orcid,Guilherme P. Telles,Brazil,,,image and video processing; machine learning; computer vision,,,,sem orcid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masculino,sem orcid,Masculino,não anotado,não anotado,não anotado,não anotado
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/993981?guid=1652565740319&returnUrl=%2fresultado%2flistar%3fguid%3d1652565740319%26quantidadePaginas%3d1%26codigoRegistro%3d993981%23993981&i=1,orcid.org/0000-0003-4290-6508,sem orcid,orcid.org/0000-0002-0796-3868,,,,,no info,33,Eliane Martins,no info,Instituto Nacional de Pesquisas Espaciais,sem orcid,sem orcid,Fátima Mattiello-Francisco,Brazil,Space engineering, Verification and Validation,,,,,sem orcid,,,,,,,,,,,,,  operation concept,,,,,,,,,,,,,,,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feminino,sem orcid,Feminino,não anotado,não anotado,não anotado,não anotado
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/989689?guid=1652565772586&returnUrl=%2fresultado%2flistar%3fguid%3d1652565772586%26quantidadePaginas%3d1%26codigoRegistro%3d989689%23989689&i=1,orcid.org/0000-0002-4248-2744,orcid.org/0000-0002-4830-5298,sem orcid,,,,,no info,34,Heiko Hornung,no info,sem orcid,Maria Cecilia Calani Baranauskas,Brazil,sem orcid,sem orcid,,,,,,,Universidade Estadual de Campinas,,,,,,,,,,,,,,,HCI,Socially Aware Design,Organizational Semiotics,Participatory Design,,,,,,,,,,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masculino,Feminino,sem orcid,não anotado,não anotado,não anotado,não anotado
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/994808?guid=1652565800051&returnUrl=%2fresultado%2flistar%3fguid%3d1652565800051%26quantidadePaginas%3d1%26codigoRegistro%3d994808%23994808&i=1,orcid.org/0000-0003-4290-6508,orcid.org/0000-0002-7603-9695,sem orcid,,,,,no info,35,Eliane Martins,no info,sem orcid,Leonardo Montecchi,Norway,sem orcid,sem orcid,,,,,,,Universidade Estadual de Campinas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feminino,Masculino,sem orcid,não anotado,não anotado,não anotado,não anotado
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/990800?guid=1652565840551&returnUrl=%2fresultado%2flistar%3fguid%3d1652565840551%26quantidadePaginas%3d1%26codigoRegistro%3d990800%23990800&i=2,orcid.org/0000-0002-8603-699X,orcid.org/0000-0002-8972-080X,sem orcid,,,,,University of Campinas,36,Juliana Freitag Borin,Brazil,sem orcid,Fábio Usberti,no info,sem orcid,sem orcid,,,Internet of Things, Smart Cities, Computer network protocols,,State University of Campinas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feminino,Masculino,sem orcid,não anotado,não anotado,não anotado,não anotado
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/994197?guid=1652565865887&returnUrl=%2fresultado%2flistar%3fguid%3d1652565865887%26quantidadePaginas%3d1%26codigoRegistro%3d994197%23994197&i=1,orcid.org/0000-0002-3372-3366,orcid.org/0000-0002-0472-4810,orcid.org/0000-0001-8881-1657,orcid.org/0000-0002-1953-9132,,,,Universidade Estadual de Campinas,37,Leandro Villas,Brazil,Federal University of Technology - Paraná (UTFPR),Rafael C. S. Schouery,no info,Roberto Sadao Yokoyama,Brazil,,,,,,,Universidade Estadual de Campinas,,,Daniel L. Guidoni,Brazil,,,,,Universidade Federal de Ouro Preto,,,,,,,,,,,,,,,,,,,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masculino,Masculino,Masculino,Masculino,não anotado,não anotado,não anotado
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/993762?guid=1652566022755&returnUrl=%2fresultado%2flistar%3fguid%3d1652566022755%26quantidadePaginas%3d1%26codigoRegistro%3d993762%23993762&i=16,orcid.org/0000-0003-0125-630X,sem orcid,orcid.org/0000-0003-0467-3133,,,,,University of Campinas,38,Helio Pedrini,Brazil,Universidade Estadual de Campinas,sem orcid,sem orcid,Esther Luna Colombini,no info,,,image and video processing; machine learning; computer vision,,,,sem orcid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masculino,sem orcid,Feminino,não anotado,não anotado,não anotado,não anotado
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/991617?guid=1652566079522&returnUrl=%2fresultado%2flistar%3fguid%3d1652566079522%26quantidadePaginas%3d1%26codigoRegistro%3d991617%23991617&i=1,orcid.org/0000-0003-2046-602X,sem orcid,orcid.org/0000-0002-1180-2637,,,,,Universidade Estadual de Campinas,39,Nelson L. S. da Fonseca,no info,UNICAMP - University of Campinas,sem orcid,sem orcid,Edmundo Madeira,no info,,,,,,,sem orcid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masculino,sem orcid,Masculino,não anotado,não anotado,não anotado,não anotado
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/981754?guid=1652566104375&returnUrl=%2fresultado%2flistar%3fguid%3d1652566104375%26quantidadePaginas%3d1%26codigoRegistro%3d981754%23981754&i=2,orcid.org/0000-0002-3159-4839,sem orcid,orcid.org/0000-0003-2277-4632,orcid.org/0000-0003-0125-630X,orcid.org/0000-0002-3152-4523,,,State University of Campinas,40,Jorge Stolfi,no info,no info,sem orcid,sem orcid,Rodrigo Minetto,no info,,,,,,,sem orcid,University of Campinas,,Helio Pedrini,Brazil,,,,,University of Campinas,Shin-Ting Wu,no info,,,,,,,,,,image and video processing; machine learning; computer vision,,,,,,,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masculino,sem orcid,Masculino,Masculino,Feminino,não anotado,não anotado
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/986670?guid=1652566163698&returnUrl=%2fresultado%2flistar%3fguid%3d1652566163698%26quantidadePaginas%3d1%26codigoRegistro%3d986670%23986670&i=3,orcid.org/0000-0003-0750-0502,sem orcid,sem orcid,sem orcid,sem orcid,sem orcid,orcid.org/0000-0001-9772-263X,no info,41,Alexandru Cristian Telea,no info,sem orcid,sem orcid,sem orcid,sem orcid,sem orcid,,,,,,,sem orcid,sem orcid,sem orcid,sem orcid,sem orcid,Ricardo Torres,Netherlands,sem orcid,sem orcid,sem orcid,sem orcid,sem orcid,Universidade Estadual de Campinas,,,,,,,,,,,,,,,,,2017,,,multimedia retrieval,multimedia classification,machine learning,information visualization,,,,,,,,,,,,,,data science,,,,,,,,,,,,,,,,,,Masculino,sem orcid,sem orcid,sem orcid,sem orcid,sem orcid,Masculino
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/984684?guid=1652566199323&returnUrl=%2fresultado%2flistar%3fguid%3d1652566199323%26quantidadePaginas%3d1%26codigoRegistro%3d984684%23984684&i=2,orcid.org/0000-0002-4830-5298,sem orcid,orcid.org/0000-0003-3441-0887,orcid.org/0000-0003-1908-4753,orcid.org/0000-0001-9772-263X,,,Universidade Estadual de Campinas,42,Maria Cecilia Calani Baranauskas,Brazil,Centro de Tecnologia da Informação Renato Archer,sem orcid,sem orcid,Rodrigo Bonacin,no info,,,HCI,Socially Aware Design,Organizational Semiotics,Participatory Design,sem orcid,Universidade Estadual de Campinas,,Claudia Medeiros,Brazil,,,,,Universidade Estadual de Campinas Instituto de Computação,Ricardo Torres,Netherlands,,,,,,,,,,Scientific data management, Data interoperability, Open Science,multimedia retrieval,multimedia classification,machine learning,information visualization,data science,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feminino,sem orcid,Masculino,Feminino,Masculino,não anotado,não anotado
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/984605?guid=1652566237627&returnUrl=%2fresultado%2flistar%3fguid%3d1652566237627%26quantidadePaginas%3d1%26codigoRegistro%3d984605%23984605&i=1,orcid.org/0000-0002-3823-8941,sem orcid,sem orcid,orcid.org/0000-0002-1180-2637,orcid.org/0000-0002-6023-5982,,,University of Campinas,43,Luiz Eduardo Buzato,Brazil,sem orcid,sem orcid,sem orcid,sem orcid,sem orcid,,,distributed systems,distributed algorithms,fault tolerance,,sem orcid,University of Campinas,,Edmundo Madeira,no info,,,,,UNICAMP - University of Campinas,Islene Calciolari Garcia,no info,,,,,,,,,,,,,,,,,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masculino,sem orcid,sem orcid,Masculino,Feminino,não anotado,não anotado
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/983576?guid=1652566278575&returnUrl=%2fresultado%2flistar%3fguid%3d1652566278575%26quantidadePaginas%3d1%26codigoRegistro%3d983576%23983576&i=1,orcid.org/0000-0002-6731-1482,sem orcid,orcid.org/0000-0001-5227-7165,orcid.org/0000-0002-7002-875X,orcid.org/0000-0001-9241-2229,,,no info,44,Julio Cesar Lopez Hernandez,Mexico,Universidade de São Paulo,sem orcid,sem orcid,Marcos Simplicio,Brazil,,,,,,,sem orcid,University of Campinas,,Ricardo Dahab,Brazil,,,,,University of Campinas,Marco A. Amaral Henriques,no info,,,,,,,,,,Cryptography, Graph Theory,,,,,,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masculino,sem orcid,Masculino,Masculino,Masculino,não anotado,não anotado
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/987504?guid=1652566312160&returnUrl=%2fresultado%2flistar%3fguid%3d1652566312160%26quantidadePaginas%3d1%26codigoRegistro%3d987504%23987504&i=4,orcid.org/0000-0003-2608-4807,sem orcid,orcid.org/0000-0002-0349-7441,sem orcid,orcid.org/0000-0003-1001-082X,,,Universidade Estadual de Campinas,45,Guilherme P. Telles,Brazil,no info,sem orcid,sem orcid,Said Sadique Adi,no info,,,,,,,sem orcid,University of Campinas,,sem orcid,sem orcid,,,,,sem orcid,Lehilton Pedrosa,no info,,,,,,,,,,,,,,,,,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masculino,sem orcid,Masculino,sem orcid,Masculino,não anotado,não anotado
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/986056?guid=1652566347261&returnUrl=%2fresultado%2flistar%3fguid%3d1652566347261%26quantidadePaginas%3d1%26codigoRegistro%3d986056%23986056&i=2,orcid.org/0000-0003-4549-7105,sem orcid,orcid.org/0000-0002-4231-9621,sem orcid,orcid.org/0000-0002-4531-1473,,,no info,46,Cecilia Mary Fischer Rubira Rubira,no info,Federal University of Rio de Janeiro,sem orcid,sem orcid,Claudia Maria Lima Werner,no info,,,,,,,sem orcid,Universidade Estadual de Campinas,,sem orcid,sem orcid,,,,,sem orcid,Breno Bernard Nicolau de França,Brazil,,,,,,,,,,,,,Empirical Software Engineering,Continuous Software Engineering,Software Architecture,,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feminino,sem orcid,Feminino,sem orcid,Masculino,não anotado,não anotado
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/987173?guid=1652566377947&returnUrl=%2fresultado%2flistar%3fguid%3d1652566377947%26quantidadePaginas%3d1%26codigoRegistro%3d987173%23987173&i=1,orcid.org/0000-0003-1908-4753,orcid.org/0000-0003-4036-8064,orcid.org/0000-0001-5944-8246,orcid.org/0000-0002-1756-4852,orcid.org/0000-0003-2608-4807,,,Universidade Estadual de Campinas Instituto de Computação,47,Claudia Medeiros,Brazil,no info,Ana Carolina Salgado,Brazil,Ricardo Ciferri,no info,,,Scientific data management, Data interoperability, Open Science,,Universidade Federal de Pernambuco,Universidade Estadual de Campinas,,André Santanchè,no info,,,,,Universidade Estadual de Campinas,Guilherme P. Telles,Brazil,,,,,,,,,,,,,,,,,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feminino,Feminino,Masculino,Masculino,Masculino,não anotado,não anotado
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/989942?guid=1652566414804&returnUrl=%2fresultado%2flistar%3fguid%3d1652566414804%26quantidadePaginas%3d1%26codigoRegistro%3d989942%23989942&i=2,orcid.org/0000-0001-5685-8004,orcid.org/0000-0002-6317-218X,sem orcid,orcid.org/0000-0002-5243-0921,orcid.org/0000-0003-0125-630X,,,no info,48,Siome Goldenstein,no info,sem orcid,Flavio de Barros Vidal,no info,sem orcid,sem orcid,,,,,,,University of Brasilia,University of Campinas,,Fernanda Andaló,no info,,,,,no info,Helio Pedrini,Brazil,,,,,,,,,,,,,image and video processing; machine learning; computer vision,,,,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masculino,Masculino,sem orcid,Feminino,Masculino,não anotado,não anotado
